369,73532	163272
369,87573	165463
370,01614	165957
370,15656	165402
370,29694	165919
370,43732	166375
370,5777	166035
370,71808	166603
370,85843	167070
370,99878	166839
371,13913	167340
371,27948	167391
371,4198	167718
371,56012	167577
371,70044	168036
371,84073	168384
371,98102	168385
372,12131	168780
372,2616	169148
372,40189	168949
372,54214	169485
372,6824	169874
372,82263	170083
372,96289	170593
373,10312	170344
373,24335	170969
373,38354	170816
373,52377	171142
373,66397	171954
373,80414	171693
373,94434	172504
374,0845	172320
374,22467	172535
374,36484	172913
374,50497	173117
374,64514	172859
374,78525	173613
374,92538	173693
375,06549	174388
375,20563	174703
375,3457	174890
375,48581	175636
375,62589	175975
375,76596	176613
375,90604	176264
376,04611	177197
376,18616	177485
376,3262	177989
376,46625	178157
376,60626	178827
376,74628	179035
376,88629	179396
377,02631	179701
377,16629	179640
377,3063	180114
377,44626	180665
377,58624	181255
377,7262	181629
377,86615	181919
378,0061	182679
378,14606	183171
378,28598	183508
378,4259	183895
378,56583	184809
378,70572	185051
378,84561	185514
378,9855	186198
379,1254	186430
379,26526	187529
379,40512	187846
379,54498	188101
379,68484	188572
379,82468	188710
379,96451	189142
380,10434	189358
380,24414	189298
380,38397	189725
380,52377	190688
380,66354	191627
380,80334	191904
380,94312	192029
381,08289	192756
381,22263	194196
381,3624	194342
381,50214	194931
381,64188	195372
381,78159	196208
381,9213	196932
382,061	197583
382,20071	198303
382,34042	199086
382,4801	200250
382,61978	200664
382,75943	202104
382,89911	202120
383,03876	203592
383,17841	204649
383,31802	205753
383,45767	205993
383,59729	207387
383,73688	208803
383,8765	209595
384,01608	210886
384,15567	211851
384,29526	213152
384,43481	214395
384,57437	214732
384,71393	216263
384,85349	216996
384,99301	218757
385,13254	219339
385,27206	220529
385,41159	221798
385,55109	222411
385,69058	223535
385,83008	223759
385,96954	225043
386,10901	225954
386,24847	227000
386,38794	227865
386,52737	229806
386,66681	230532
386,80624	231817
386,94565	232865
387,08508	234298
387,22449	235173
387,36386	237586
387,50327	238776
387,64264	240385
387,78201	241009
387,92139	242577
388,06073	244329
388,20007	245461
388,33942	246468
388,47873	247655
388,61807	249929
388,75739	250556
388,8967	251219
389,03598	252565
389,17526	253374
389,31454	254204
389,45383	255555
389,59308	256833
389,73233	257774
389,87158	259327
390,01083	261142
390,15005	262428
390,28928	263542
390,4285	265464
390,56769	266246
390,70688	267724
390,84607	268627
390,98526	270298
391,12442	271660
391,26358	272691
391,40274	273683
391,5419	275788
391,68103	276345
391,82016	277652
391,95929	278829
392,09839	280093
392,23749	282559
392,37659	283805
392,51569	284639
392,65475	286531
392,79382	288326
392,93289	289954
393,07196	291311
393,211	292548
393,35004	294417
393,48907	296174
393,62808	297416
393,76709	298593
393,9061	300770
394,0451	302222
394,18408	303463
394,32306	305420
394,46204	307113
394,60101	309112
394,73996	310898
394,87891	312407
395,01785	314224
395,15677	316428
395,29568	318778
395,4346	320308
395,57352	322384
395,7124	324006
395,85129	325175
395,99017	327164
396,12903	330102
396,26791	330908
396,40677	333345
396,54559	335612
396,68445	337847
396,82327	339139
396,9621	341429
397,10089	343456
397,23969	346077
397,37848	347748
397,51727	348848
397,65607	350321
397,79483	352777
397,93359	355392
398,07233	356836
398,21109	359213
398,34982	361228
398,48856	363830
398,62726	366552
398,76596	369473
398,90466	372446
399,04337	375373
399,18207	377652
399,32074	381195
399,45941	384971
399,59805	387758
399,73672	391055
399,87537	394589
400,01398	398762
400,15262	402818
400,29123	406583
400,42984	410712
400,56845	415428
400,70703	420051
400,84561	424045
400,98419	428840
401,12277	435341
401,26132	441234
401,39987	447339
401,53842	454394
401,67694	462071
401,81546	471236
401,95398	479803
402,0925	489714
402,23099	499372
402,36948	510049
402,50797	519618
402,64642	528971
402,78488	538991
402,92334	547870
403,0618	555409
403,20023	563706
403,33868	570297
403,47708	575755
403,61551	582160
403,75391	586519
403,8923	591931
404,0307	596336
404,16907	598858
404,30743	602126
404,4458	605462
404,58417	608361
404,7225	612807
404,86084	615592
404,99918	619003
405,13748	622971
405,27582	625106
405,41412	629111
405,5524	629770
405,6907	631009
405,82898	633570
405,96722	634869
406,1055	636929
406,24374	638026
406,38199	639926
406,52023	642588
406,65845	644774
406,79666	647752
406,93488	650497
407,07309	652006
407,21127	653963
407,34946	655791
407,48764	658908
407,62579	660912
407,76395	663062
407,9021	665463
408,04025	667323
408,17838	670304
408,3165	672355
408,45462	674163
408,59271	676247
408,73083	678252
408,86893	681091
409,00699	682978
409,14508	683784
409,28314	684704
409,42117	687314
409,55923	688186
409,69727	689059
409,8353	691877
409,97333	694015
410,11133	695481
410,24933	698393
410,38733	700947
410,52533	702520
410,6633	706296
410,80127	709496
410,93924	713617
411,07718	716605
411,21512	722275
411,35306	726847
411,49097	732087
411,62891	737491
411,76682	741291
411,90469	746563
412,0426	751346
412,18048	755638
412,31836	759935
412,45624	764793
412,59409	769339
412,73193	772025
412,86978	774585
413,0076	776721
413,14542	779640
413,28323	783564
413,42105	785822
413,55884	791618
413,69662	793825
413,83441	797943
413,97217	802842
414,10995	806765
414,24768	810942
414,38544	815413
414,52316	819350
414,66089	821794
414,79861	824719
414,93634	824917
415,07404	823653
415,21173	821973
415,34943	822584
415,48709	819980
415,62476	815356
415,76242	811824
415,90005	806776
416,03772	801697
416,17532	798318
416,31296	793601
416,45056	787952
416,5882	782457
416,72577	776646
416,86337	770874
417,00095	766689
417,13852	760018
417,27609	755442
417,41364	751140
417,55118	745149
417,68872	740303
417,82626	735192
417,96378	729635
418,10129	724516
418,23877	719682
418,37628	715252
418,51376	708589
418,65125	704155
418,7887	699124
418,92618	693958
419,0636	687397
419,20105	683001
419,3385	677628
419,47592	671506
419,61331	665318
419,75073	659915
419,88812	654300
420,02551	648124
420,1629	642127
420,30026	636416
420,43762	630606
420,57498	624645
420,71234	619415
420,84967	613586
420,987	608742
421,12433	603462
421,26163	599233
421,39893	592553
421,53622	587184
421,67349	582757
421,81079	577289
421,94806	571979
422,0853	566295
422,22256	561345
422,3598	556472
422,49704	551617
422,63425	546186
422,77145	541057
422,90866	535505
423,04587	531280
423,18304	526536
423,32022	521882
423,4574	516534
423,59457	511414
423,73172	507077
423,86887	503714
424,00601	499495
424,14313	496074
424,28024	494836
424,41736	490772
424,55444	487518
424,69156	483042
424,82861	478722
424,9657	475513
425,10275	471371
425,23981	467002
425,37686	463799
425,51392	460761
425,65094	456272
425,78796	453923
425,92496	450412
426,06198	446158
426,19897	443113
426,33597	439999
426,47293	436256
426,60989	433061
426,74686	429106
426,88382	426718
427,02075	423566
427,15768	420281
427,29462	417379
427,43152	414028
427,56842	412214
427,70532	409075
427,84222	406226
427,9791	403493
428,11597	401841
428,25284	400727
428,38968	398385
428,52652	397534
428,66336	395855
428,8002	395442
428,93701	394413
429,07382	393264
429,21063	393118
429,34741	392167
429,48419	392613
429,62097	392456
429,75772	391698
429,8945	391402
430,03125	390942
430,16797	390553
430,30472	389624
430,44144	389124
430,57812	388353
430,71484	387108
430,85153	386709
430,98822	386039
431,12491	384809
431,26157	384209
431,39822	382679
431,53488	382802
431,67151	382127
431,80814	381593
431,94476	381997
432,08139	380955
432,21799	381069
432,35458	381045
432,49118	380828
432,62775	381833
432,76431	382757
432,90088	383392
433,03745	384168
433,17398	385826
433,31052	386705
433,44705	388021
433,58356	389684
433,72006	392361
433,85657	393585
433,99304	396056
434,12955	398601
434,26602	400738
434,40247	403035
434,53891	405726
434,67538	409122
434,8118	410626
434,94824	414488
435,08466	416622
435,22107	419884
435,35745	423407
435,49387	426501
435,63025	430290
435,7666	434672
435,90298	438680
436,03934	442308
436,17569	446930
436,31201	451292
436,44833	456055
436,58466	459942
436,72098	465168
436,85727	470215
436,99356	475891
437,12985	480168
437,26614	486437
437,4024	494351
437,53867	502409
437,6749	512270
437,81116	524116
437,94739	540826
438,08359	564446
438,21982	583485
438,35602	590021
438,49222	585129
438,62839	576943
438,76459	570173
438,90073	565746
439,0369	564506
439,17307	565227
439,3092	567274
439,44531	571552
439,58145	575011
439,71756	581042
439,85367	586357
439,98975	594223
440,12585	600962
440,26193	608519
440,39801	618394
440,53406	629138
440,6701	640006
440,80615	654309
440,94217	671190
441,07822	693499
441,21423	723441
441,35022	767453
441,48624	831124
441,62222	913769
441,75818	991453
441,89417	1,01632e+06
442,03012	968481
442,16608	893067
442,30203	835582
442,43796	805712
442,57388	792261
442,70978	789734
442,8457	789125
442,9816	792050
443,11749	794638
443,25336	797448
443,38922	802328
443,52509	807804
443,66095	815234
443,79678	822974
443,93262	830629
444,06845	839388
444,20428	848012
444,34009	857540
444,47589	867552
444,61166	876421
444,74744	886311
444,88321	896560
445,01898	906652
445,15472	917439
445,29047	927872
445,42621	938690
445,56195	949857
445,69766	960579
445,83337	970269
445,96906	982764
446,10474	994479
446,24042	1,00489e+06
446,3761	1,01669e+06
446,51178	1,02759e+06
446,64743	1,03986e+06
446,78305	1,05013e+06
446,9187	1,06206e+06
447,05432	1,07444e+06
447,18994	1,08557e+06
447,32556	1,09748e+06
447,46115	1,10921e+06
447,59674	1,1204e+06
447,73233	1,13412e+06
447,86789	1,14541e+06
